"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"0","2020-01-08","2020-01-08","Southwest","BATTERY - SIMPLE ASSAULT","36","F","B","1987"
"1","2020-01-02","2020-01-02","Central","BATTERY - SIMPLE ASSAULT","25","M","H","1998"
"2","2020-01-01","2020-01-01","N Hollywood","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","76","F","W","1947"
"3","2020-01-01","2020-01-01","Mission","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","31","X","X","1992"
"4","2020-01-02","2020-01-02","Central","RAPE, FORCIBLE","25","F","H","1998"
"5","2020-01-02","2020-01-02","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","23","M","H","2000"
"6","2020-01-04","2020-01-04","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","23","M","B","2000"
"7","2020-01-04","2020-01-04","Central","BURGLARY FROM VEHICLE","29","M","A","1994"
"8","2020-01-05","2020-01-05","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","35","M","O","1988"
"9","2020-01-05","2020-01-05","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","41","M","A","1982"
"10","2020-01-08","2020-01-08","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","24","F","H","1999"
"11","2021-11-26","2021-11-26","Mission","INTIMATE PARTNER - SIMPLE ASSAULT","24","F","H","1999"
"12","2020-11-29","2020-11-29","Northeast","INTIMATE PARTNER - SIMPLE ASSAULT","34","F","H","1989"
"13","2020-02-22","2020-02-22","Harbor","THEFT PLAIN - PETTY ($950 & UNDER)","29","F","W","1994"
"14","2021-11-22","2021-11-22","Van Nuys","THEFT OF IDENTITY","46","M","B","1977"
"15","2020-01-14","2020-01-14","Central","ROBBERY","66","M","B","1957"
"16","2020-09-10","2020-09-10","Van Nuys","THEFT OF IDENTITY","40","M","O","1983"
"17","2020-01-14","2020-01-14","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","31","M","H","1992"
"18","2020-01-15","2020-01-15","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","27","M","B","1996"
"19","2021-11-18","2021-11-18","West Valley","THEFT OF IDENTITY","46","F","W","1977"
"20","2020-01-15","2020-01-15","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","62","M","A","1961"
"21","2021-11-29","2021-11-29","West Valley","THEFT OF IDENTITY","34","F","B","1989"
"22","2020-02-15","2020-02-15","Northeast","BURGLARY FROM VEHICLE","43","M","A","1980"
"23","2020-01-19","2020-01-19","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","71","M","W","1952"
"24","2020-10-15","2020-10-15","West LA","BATTERY - SIMPLE ASSAULT","50","F","W","1973"
"25","2020-01-20","2020-01-20","Central","RAPE, FORCIBLE","19","F","B","2004"
"26","2020-01-23","2020-01-23","Central","BURGLARY","51","M","W","1972"
"27","2021-11-24","2021-11-24","West LA","THEFT OF IDENTITY","27","M","W","1996"
"28","2020-07-29","2020-07-29","Northeast","INTIMATE PARTNER - SIMPLE ASSAULT","33","F","H","1990"
"29","2020-09-15","2020-09-15","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","69","M","B","1954"
"30","2020-01-27","2020-01-27","West Valley","THEFT OF IDENTITY","39","M","B","1984"
"31","2021-11-29","2021-11-29","Wilshire","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","19","M","O","2004"
"32","2020-12-04","2020-12-04","Van Nuys","BATTERY - SIMPLE ASSAULT","57","F","H","1966"
"33","2020-01-28","2020-01-28","West LA","BATTERY - SIMPLE ASSAULT","78","F","W","1945"
"34","2020-01-30","2020-01-30","Central","BURGLARY FROM VEHICLE","24","M","H","1999"
"35","2020-01-30","2020-01-30","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","52","M","H","1971"
"36","2020-01-31","2020-01-31","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","38","F","H","1985"
"37","2020-02-04","2020-02-04","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","55","M","W","1968"
"38","2020-02-04","2020-02-04","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","66","F","A","1957"
"39","2022-06-15","2022-06-15","Rampart","BRANDISH WEAPON","34","M","W","1989"
"40","2020-02-06","2020-02-06","77th Street","INTIMATE PARTNER - AGGRAVATED ASSAULT","50","F","B","1973"
"41","2020-12-11","2020-12-11","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","35","M","B","1988"
"42","2020-11-26","2020-11-26","Hollenbeck","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","40","M","O","1983"
"43","2020-02-08","2020-02-08","Hollenbeck","INTIMATE PARTNER - SIMPLE ASSAULT","27","F","H","1996"
"44","2020-03-27","2020-03-27","Northeast","BUNCO, GRAND THEFT","51","F","W","1972"
"45","2020-08-04","2020-08-04","Central","THEFT, PERSON","44","M","B","1979"
"46","2021-04-23","2021-04-23","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","41","M","A","1982"
"47","2020-01-01","2020-01-01","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","57","M","O","1966"
"48","2020-01-01","2020-01-01","Central","INTIMATE PARTNER - SIMPLE ASSAULT","25","M","W","1998"
"49","2020-01-01","2020-01-01","West LA","BATTERY - SIMPLE ASSAULT","24","M","W","1999"
"50","2020-01-01","2020-01-01","Central","BURGLARY","34","F","B","1989"
"51","2020-06-24","2020-06-24","Central","BATTERY WITH SEXUAL CONTACT","18","F","B","2005"
"52","2020-01-01","2020-01-01","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","57","M","B","1966"
"53","2020-01-01","2020-01-01","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","55","M","H","1968"
"54","2020-01-01","2020-01-01","Central","BIKE - STOLEN","23","M","A","2000"
"55","2020-01-01","2020-01-01","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","55","M","H","1968"
"56","2020-01-01","2020-01-01","Southwest","INTIMATE PARTNER - AGGRAVATED ASSAULT","54","F","W","1969"
"57","2020-01-01","2020-01-01","Central","THEFT PLAIN - PETTY ($950 & UNDER)","22","F","A","2001"
"58","2020-01-01","2020-01-01","Central","BATTERY - SIMPLE ASSAULT","28","M","B","1995"
"59","2020-01-01","2020-01-01","West LA","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","42","F","W","1981"
"60","2020-01-02","2020-01-02","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","43","M","B","1980"
"61","2020-07-23","2020-07-23","Central","BATTERY - SIMPLE ASSAULT","46","M","H","1977"
"62","2020-01-02","2020-01-02","Central","BATTERY - SIMPLE ASSAULT","56","F","O","1967"
"63","2020-01-02","2020-01-02","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","55","F","O","1968"
"64","2020-01-02","2020-01-02","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","55","M","H","1968"
"65","2020-01-01","2020-01-01","Central","THEFT PLAIN - PETTY ($950 & UNDER)","67","M","B","1956"
"66","2020-01-02","2020-01-02","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","57","M","B","1966"
"67","2020-01-02","2020-01-02","Central","BURGLARY FROM VEHICLE","37","F","H","1986"
"68","2020-01-01","2020-01-01","Central","BATTERY - SIMPLE ASSAULT","60","M","O","1963"
"69","2020-01-02","2020-01-02","Central","BURGLARY","51","M","O","1972"
"70","2020-01-02","2020-01-02","Van Nuys","VIOLATION OF COURT ORDER","52","F","W","1971"
"71","2020-01-02","2020-01-02","Central","ROBBERY","61","M","W","1962"
"72","2020-01-02","2020-01-02","Central","INTIMATE PARTNER - SIMPLE ASSAULT","38","M","B","1985"
"73","2020-12-07","2020-12-07","Central","BATTERY - SIMPLE ASSAULT","36","F","B","1987"
"74","2020-01-02","2020-01-02","Central","BURGLARY","59","M","H","1964"
"75","2020-01-02","2020-01-02","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","32","M","H","1991"
"76","2020-01-02","2020-01-02","Central","TRESPASSING","44","F","B","1979"
"77","2020-01-02","2020-01-02","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","60","F","W","1963"
"78","2020-01-02","2020-01-02","Central","BATTERY WITH SEXUAL CONTACT","24","F","W","1999"
"79","2020-01-02","2020-01-02","Central","BURGLARY FROM VEHICLE","31","M","W","1992"
"80","2020-01-02","2020-01-02","Central","THEFT PLAIN - PETTY ($950 & UNDER)","30","M","W","1993"
"81","2021-10-26","2021-10-26","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","50","M","B","1973"
"82","2020-01-02","2020-01-02","Southeast","INTIMATE PARTNER - SIMPLE ASSAULT","50","F","B","1973"
"83","2020-01-02","2020-01-02","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","40","M","H","1983"
"84","2020-01-02","2020-01-02","Central","TRESPASSING","34","M","O","1989"
"85","2020-08-10","2020-08-10","Central","INTIMATE PARTNER - SIMPLE ASSAULT","34","F","B","1989"
"86","2020-01-02","2020-01-02","Central","BATTERY - SIMPLE ASSAULT","45","M","O","1978"
"87","2020-01-02","2020-01-02","Central","BATTERY - SIMPLE ASSAULT","62","M","B","1961"
"88","2020-01-02","2020-01-02","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","20","F","H","2003"
"89","2020-01-02","2020-01-02","Pacific","THEFT OF IDENTITY","31","F","B","1992"
"90","2020-11-12","2020-11-12","Newton","RAPE, FORCIBLE","15","F","H","2008"
"91","2020-04-15","2020-04-15","Central","BURGLARY FROM VEHICLE","51","M","H","1972"
"92","2020-01-03","2020-01-03","Central","THEFT PLAIN - PETTY ($950 & UNDER)","23","M","B","2000"
"93","2021-12-02","2021-12-02","Central","THEFT PLAIN - PETTY ($950 & UNDER)","29","M","B","1994"
"94","2020-01-03","2020-01-03","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","58","M","B","1965"
"95","2021-01-23","2021-01-23","Central","BATTERY - SIMPLE ASSAULT","24","M","H","1999"
"96","2020-01-03","2020-01-03","Central","BRANDISH WEAPON","51","F","B","1972"
"97","2020-01-03","2020-01-03","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","41","F","B","1982"
"98","2020-01-03","2020-01-03","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","32","M","W","1991"
"99","2020-01-03","2020-01-03","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","23","M","H","2000"
"100","2020-01-03","2020-01-03","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","35","M","W","1988"
"101","2020-01-03","2020-01-03","Central","ROBBERY","28","M","H","1995"
"102","2020-01-03","2020-01-03","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","58","M","H","1965"
"103","2020-01-03","2020-01-03","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","57","M","W","1966"
"104","2020-01-03","2020-01-03","Central","THEFT PLAIN - PETTY ($950 & UNDER)","27","F","H","1996"
"105","2020-01-04","2020-01-04","Central","BURGLARY FROM VEHICLE","30","F","H","1993"
"106","2020-01-04","2020-01-04","Central","BURGLARY FROM VEHICLE","30","M","B","1993"
"107","2020-01-04","2020-01-04","Central","BURGLARY FROM VEHICLE","31","M","B","1992"
"108","2020-01-03","2020-01-03","Hollenbeck","ROBBERY","24","F","H","1999"
"109","2020-01-04","2020-01-04","Wilshire","BATTERY - SIMPLE ASSAULT","29","F","H","1994"
"110","2020-01-04","2020-01-04","Wilshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","47","F","A","1976"
"111","2020-01-03","2020-01-03","Central","BATTERY - SIMPLE ASSAULT","48","F","B","1975"
"112","2020-01-04","2020-01-04","West LA","THEFT OF IDENTITY","32","F","O","1991"
"113","2020-01-03","2020-01-03","Southwest","ROBBERY","23","M","B","2000"
"114","2020-06-10","2020-06-10","Harbor","VIOLATION OF RESTRAINING ORDER","46","F","H","1977"
"115","2020-02-17","2020-02-17","Central","BATTERY - SIMPLE ASSAULT","40","F","H","1983"
"116","2020-12-24","2020-12-24","Central","BATTERY - SIMPLE ASSAULT","57","F","O","1966"
"117","2020-01-04","2020-01-04","Central","BURGLARY FROM VEHICLE","32","M","H","1991"
"118","2020-10-20","2020-10-20","West LA","DISTURBING THE PEACE","58","M","W","1965"
"119","2020-09-19","2020-09-19","Southeast","VIOLATION OF RESTRAINING ORDER","25","F","H","1998"
"120","2020-09-17","2020-09-17","Central","THEFT PLAIN - PETTY ($950 & UNDER)","18","M","H","2005"
"121","2020-01-04","2020-01-04","Central","BURGLARY FROM VEHICLE","25","M","O","1998"
"122","2020-01-04","2020-01-04","Central","THEFT PLAIN - PETTY ($950 & UNDER)","37","F","W","1986"
"123","2020-11-08","2020-11-08","Hollenbeck","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","23","M","H","2000"
"124","2020-01-04","2020-01-04","Central","TRESPASSING","67","M","O","1956"
"125","2020-01-04","2020-01-04","Central","BATTERY - SIMPLE ASSAULT","26","M","H","1997"
"126","2020-01-05","2020-01-05","Central","BURGLARY FROM VEHICLE","47","M","H","1976"
"127","2020-01-04","2020-01-04","Central","BATTERY - SIMPLE ASSAULT","21","F","H","2002"
"128","2020-01-04","2020-01-04","Central","THEFT PLAIN - PETTY ($950 & UNDER)","26","F","C","1997"
"129","2020-03-26","2020-03-26","Central","ROBBERY","64","M","H","1959"
"130","2020-01-04","2020-01-04","Central","THEFT PLAIN - PETTY ($950 & UNDER)","26","F","W","1997"
"131","2020-01-04","2020-01-04","Central","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","31","F","B","1992"
"132","2020-01-05","2020-01-05","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","39","M","O","1984"
"133","2020-01-04","2020-01-04","West LA","INTIMATE PARTNER - SIMPLE ASSAULT","35","F","W","1988"
"134","2020-01-04","2020-01-04","Central","THEFT PLAIN - PETTY ($950 & UNDER)","25","F","F","1998"
"135","2020-01-05","2020-01-05","Central","BATTERY - SIMPLE ASSAULT","28","M","H","1995"
"136","2020-01-05","2020-01-05","West LA","BURGLARY","33","M","O","1990"
"137","2020-01-05","2020-01-05","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","75","M","B","1948"
"138","2020-01-05","2020-01-05","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","32","F","W","1991"
"139","2020-01-01","2020-01-01","Central","BURGLARY FROM VEHICLE","30","F","A","1993"
"140","2020-01-05","2020-01-05","West LA","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","44","M","W","1979"
"141","2020-01-05","2020-01-05","Central","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","28","M","W","1995"
"142","2020-10-25","2020-10-25","Central","INTIMATE PARTNER - SIMPLE ASSAULT","26","F","W","1997"
"143","2020-01-05","2020-01-05","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","56","M","H","1967"
"144","2020-01-05","2020-01-05","Central","THEFT, PERSON","35","F","W","1988"
"145","2020-01-04","2020-01-04","Central","THEFT FROM MOTOR VEHICLE - ATTEMPT","28","F","H","1995"
"146","2020-01-05","2020-01-05","Central","TRESPASSING","19","M","W","2004"
"147","2020-01-06","2020-01-06","Central","BATTERY - SIMPLE ASSAULT","43","F","B","1980"
"148","2020-01-05","2020-01-05","Hollenbeck","OTHER MISCELLANEOUS CRIME","12","F","H","2011"
"149","2020-01-06","2020-01-06","Central","THROWING OBJECT AT MOVING VEHICLE","43","M","H","1980"
"150","2020-01-05","2020-01-05","Central","THEFT PLAIN - PETTY ($950 & UNDER)","59","M","B","1964"
"151","2020-01-05","2020-01-05","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","34","F","B","1989"
"152","2020-01-05","2020-01-05","Central","BURGLARY","38","M","B","1985"
"153","2020-01-05","2020-01-05","Central","BURGLARY FROM VEHICLE","37","M","B","1986"
"154","2020-01-06","2020-01-06","Southwest","THEFT OF IDENTITY","27","F","B","1996"
"155","2020-01-05","2020-01-05","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","61","X","X","1962"
"156","2020-01-06","2020-01-06","West LA","EXTORTION","49","M","O","1974"
"157","2020-02-07","2020-02-07","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","22","M","H","2001"
"158","2020-01-06","2020-01-06","Central","BURGLARY FROM VEHICLE","43","F","W","1980"
"159","2020-01-06","2020-01-06","Central","BATTERY - SIMPLE ASSAULT","71","M","B","1952"
"160","2020-01-05","2020-01-05","Central","BATTERY - SIMPLE ASSAULT","71","M","A","1952"
"161","2020-01-06","2020-01-06","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","55","M","W","1968"
"162","2020-01-01","2020-01-01","Central","BURGLARY FROM VEHICLE","19","F","W","2004"
"163","2020-01-06","2020-01-06","Central","BURGLARY FROM VEHICLE","68","F","W","1955"
"164","2022-07-22","2022-07-22","Central","THEFT OF IDENTITY","38","F","H","1985"
"165","2020-01-06","2020-01-06","Central","BIKE - STOLEN","48","M","B","1975"
"166","2020-01-08","2020-01-08","Central","BATTERY - SIMPLE ASSAULT","69","F","W","1954"
"167","2020-01-06","2020-01-06","Van Nuys","SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ","14","F","H","2009"
"168","2020-01-06","2020-01-06","West Valley","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","37","M","H","1986"
"169","2020-01-06","2020-01-06","Wilshire","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","26","M","H","1997"
"170","2020-01-06","2020-01-06","Central","BURGLARY FROM VEHICLE","50","F","H","1973"
"171","2020-01-06","2020-01-06","Central","BATTERY - SIMPLE ASSAULT","13","M","B","2010"
"172","2020-01-06","2020-01-06","Central","BUNCO, GRAND THEFT","61","M","H","1962"
"173","2020-01-06","2020-01-06","Northeast","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","50","M","H","1973"
"174","2020-01-02","2020-01-02","Central","BURGLARY FROM VEHICLE","26","M","W","1997"
"175","2020-01-03","2020-01-03","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","26","F","H","1997"
"176","2020-01-06","2020-01-06","Central","INTIMATE PARTNER - AGGRAVATED ASSAULT","26","F","H","1997"
"177","2020-01-06","2020-01-06","Central","THEFT PLAIN - PETTY ($950 & UNDER)","45","M","H","1978"
"178","2021-11-09","2021-11-09","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","36","F","H","1987"
"179","2021-12-20","2021-12-20","77th Street","BATTERY - SIMPLE ASSAULT","45","F","B","1978"
"180","2020-11-20","2020-11-20","Central","BURGLARY FROM VEHICLE","24","M","W","1999"
"181","2020-01-06","2020-01-06","Central","BIKE - STOLEN","50","M","W","1973"
"182","2020-01-07","2020-01-07","Central","BURGLARY FROM VEHICLE","25","F","H","1998"
"183","2020-03-04","2020-03-04","Central","THEFT PLAIN - PETTY ($950 & UNDER)","27","M","W","1996"
"184","2020-01-06","2020-01-06","Southeast","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","10","F","H","2013"
"185","2020-01-06","2020-01-06","Central","BURGLARY FROM VEHICLE","33","M","A","1990"
"186","2020-01-06","2020-01-06","Central","BURGLARY FROM VEHICLE","53","M","B","1970"
"187","2020-01-06","2020-01-06","Central","BURGLARY FROM VEHICLE","38","F","W","1985"
"188","2020-01-05","2020-01-05","Central","BURGLARY FROM VEHICLE","23","M","W","2000"
"189","2020-07-20","2020-07-20","Central","BATTERY - SIMPLE ASSAULT","74","M","B","1949"
"190","2020-01-07","2020-01-07","Central","BATTERY - SIMPLE ASSAULT","23","M","H","2000"
"191","2020-01-02","2020-01-02","Central","BURGLARY FROM VEHICLE","26","F","B","1997"
"192","2020-01-03","2020-01-03","Central","BURGLARY FROM VEHICLE","23","M","B","2000"
"193","2020-12-15","2020-12-15","West LA","INTIMATE PARTNER - AGGRAVATED ASSAULT","49","F","O","1974"
"194","2020-01-02","2020-01-02","Central","BIKE - STOLEN","57","M","W","1966"
"195","2020-01-04","2020-01-04","Central","BATTERY WITH SEXUAL CONTACT","40","F","B","1983"
"196","2020-01-04","2020-01-04","Central","THEFT PLAIN - PETTY ($950 & UNDER)","25","F","H","1998"
"197","2020-01-07","2020-01-07","Central","TRESPASSING","34","F","B","1989"
"198","2020-01-07","2020-01-07","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","35","M","W","1988"
"199","2020-01-07","2020-01-07","Central","BURGLARY FROM VEHICLE","38","M","B","1985"
"200","2020-01-07","2020-01-07","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","29","F","B","1994"
"201","2020-01-06","2020-01-06","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","24","M","B","1999"
"202","2020-01-06","2020-01-06","Central","BATTERY - SIMPLE ASSAULT","26","F","H","1997"
"203","2020-11-16","2020-11-16","Central","ATTEMPTED ROBBERY","56","M","W","1967"
"204","2020-01-07","2020-01-07","Central","BURGLARY FROM VEHICLE","26","M","W","1997"
"205","2020-01-07","2020-01-07","Central","OTHER ASSAULT","47","M","B","1976"
"206","2020-01-07","2020-01-07","Central","THEFT, PERSON","29","F","H","1994"
"207","2022-01-28","2022-01-28","Central","BOMB SCARE","29","M","H","1994"
"208","2020-01-07","2020-01-07","West Valley","THEFT OF IDENTITY","45","F","W","1978"
"209","2020-01-07","2020-01-07","Central","INTIMATE PARTNER - AGGRAVATED ASSAULT","38","M","B","1985"
"210","2020-01-07","2020-01-07","Central","BURGLARY FROM VEHICLE","32","M","W","1991"
"211","2020-01-07","2020-01-07","Central","BATTERY - SIMPLE ASSAULT","30","M","W","1993"
"212","2020-01-07","2020-01-07","Central","BATTERY - SIMPLE ASSAULT","62","F","W","1961"
"213","2020-12-05","2020-12-05","Central","THEFT PLAIN - PETTY ($950 & UNDER)","71","M","H","1952"
"214","2020-01-07","2020-01-07","Central","BATTERY - SIMPLE ASSAULT","53","M","B","1970"
"215","2020-01-07","2020-01-07","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","31","M","B","1992"
"216","2020-01-07","2020-01-07","Wilshire","BURGLARY FROM VEHICLE","53","F","W","1970"
"217","2020-01-08","2020-01-08","Central","THEFT PLAIN - PETTY ($950 & UNDER)","49","M","A","1974"
"218","2020-01-07","2020-01-07","Central","THEFT PLAIN - PETTY ($950 & UNDER)","38","M","B","1985"
"219","2022-01-25","2022-01-25","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","55","M","W","1968"
"220","2020-01-08","2020-01-08","Central","BRANDISH WEAPON","43","M","H","1980"
"221","2020-01-08","2020-01-08","Foothill","THEFT OF IDENTITY","64","F","W","1959"
"222","2020-01-08","2020-01-08","Central","THEFT PLAIN - PETTY ($950 & UNDER)","56","M","O","1967"
"223","2020-01-08","2020-01-08","Central","INTIMATE PARTNER - SIMPLE ASSAULT","34","M","B","1989"
"224","2020-01-08","2020-01-08","Central","BURGLARY FROM VEHICLE","30","M","B","1993"
"225","2020-01-08","2020-01-08","Central","THEFT PLAIN - PETTY ($950 & UNDER)","35","M","A","1988"
"226","2020-01-08","2020-01-08","Central","TRESPASSING","36","M","W","1987"
"227","2020-01-07","2020-01-07","Central","BURGLARY","25","F","W","1998"
"228","2020-05-20","2020-05-20","Central","BIKE - STOLEN","67","M","W","1956"
"229","2020-01-08","2020-01-08","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","37","M","W","1986"
"230","2020-01-07","2020-01-07","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","57","M","B","1966"
"231","2020-01-08","2020-01-08","Central","BUNCO, GRAND THEFT","40","M","H","1983"
"232","2020-01-08","2020-01-08","Central","THEFT PLAIN - PETTY ($950 & UNDER)","65","M","B","1958"
"233","2021-11-08","2021-11-08","Central","THEFT PLAIN - PETTY ($950 & UNDER)","59","F","A","1964"
"234","2020-01-08","2020-01-08","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","34","M","B","1989"
"235","2020-01-08","2020-01-08","Central","BATTERY - SIMPLE ASSAULT","20","M","H","2003"
"236","2020-01-08","2020-01-08","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","69","F","A","1954"
"237","2020-01-09","2020-01-09","Central","ATTEMPTED ROBBERY","58","F","W","1965"
"238","2020-01-09","2020-01-09","Central","BURGLARY FROM VEHICLE","33","F","H","1990"
"239","2020-01-09","2020-01-09","Central","BURGLARY FROM VEHICLE","28","F","K","1995"
"240","2020-01-09","2020-01-09","Central","BURGLARY FROM VEHICLE","31","M","B","1992"
"241","2020-12-28","2020-12-28","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","38","M","C","1985"
"242","2020-01-08","2020-01-08","Rampart","INTIMATE PARTNER - SIMPLE ASSAULT","25","F","W","1998"
"243","2020-01-09","2020-01-09","Southwest","VIOLATION OF RESTRAINING ORDER","25","M","B","1998"
"244","2020-01-08","2020-01-08","Central","BATTERY - SIMPLE ASSAULT","34","F","H","1989"
"245","2020-01-08","2020-01-08","Central","OTHER MISCELLANEOUS CRIME","41","M","H","1982"
"246","2020-01-09","2020-01-09","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","49","F","O","1974"
"247","2020-01-09","2020-01-09","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","20","F","H","2003"
"248","2020-01-31","2020-01-31","Central","INTIMATE PARTNER - AGGRAVATED ASSAULT","45","F","B","1978"
"249","2020-01-09","2020-01-09","Central","BURGLARY FROM VEHICLE","30","F","W","1993"
"250","2020-01-08","2020-01-08","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","27","F","W","1996"
"251","2020-01-07","2020-01-07","Central","INTIMATE PARTNER - AGGRAVATED ASSAULT","38","M","B","1985"
"252","2020-01-09","2020-01-09","Central","THEFT PLAIN - PETTY ($950 & UNDER)","32","M","W","1991"
"253","2020-01-08","2020-01-08","Central","THEFT PLAIN - PETTY ($950 & UNDER)","39","F","W","1984"
"254","2020-01-05","2020-01-05","Foothill","ROBBERY","35","F","O","1988"
"255","2020-12-07","2020-12-07","Central","THEFT, PERSON","64","F","W","1959"
"256","2020-05-11","2020-05-11","Central","BATTERY - SIMPLE ASSAULT","57","M","B","1966"
"257","2020-11-07","2020-11-07","Central","BURGLARY FROM VEHICLE","34","F","W","1989"
"258","2020-01-09","2020-01-09","Central","BURGLARY FROM VEHICLE","29","M","W","1994"
"259","2020-01-09","2020-01-09","Central","BURGLARY FROM VEHICLE","27","M","W","1996"
"260","2020-01-09","2020-01-09","Central","BATTERY - SIMPLE ASSAULT","17","M","H","2006"
"261","2020-01-10","2020-01-10","Central","BATTERY - SIMPLE ASSAULT","17","M","H","2006"
"262","2020-01-09","2020-01-09","Olympic","SEXUAL PENETRATION W/FOREIGN OBJECT","26","F","W","1997"
"263","2020-01-09","2020-01-09","Central","SEXUAL PENETRATION W/FOREIGN OBJECT","32","F","H","1991"
