"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"667","2020-01-21","2020-01-21","Pacific","RAPE, FORCIBLE","20","F","W","2003"
"668","2020-01-23","2020-01-23","Central","BATTERY WITH SEXUAL CONTACT","34","F","H","1989"
"669","2020-01-23","2020-01-23","Central","BATTERY WITH SEXUAL CONTACT","39","F","H","1984"
"670","2020-01-22","2020-01-22","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","55","M","W","1968"
"671","2020-06-15","2020-06-15","Central","BATTERY - SIMPLE ASSAULT","49","M","A","1974"
"672","2021-03-01","2021-03-01","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","49","M","W","1974"
"673","2020-01-22","2020-01-22","Van Nuys","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","23","M","H","2000"
"674","2020-01-22","2020-01-22","Central","PURSE SNATCHING","26","F","O","1997"
"675","2020-01-23","2020-01-23","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","49","F","W","1974"
"676","2020-12-16","2020-12-16","Hollenbeck","INTIMATE PARTNER - AGGRAVATED ASSAULT","37","M","H","1986"
"677","2020-01-23","2020-01-23","Central","BATTERY WITH SEXUAL CONTACT","59","F","H","1964"
"678","2020-01-23","2020-01-23","Central","BIKE - STOLEN","57","F","O","1966"
"679","2020-01-23","2020-01-23","Central","THEFT PLAIN - PETTY ($950 & UNDER)","81","F","H","1942"
"680","2020-02-27","2020-02-27","Central","THEFT PLAIN - PETTY ($950 & UNDER)","28","F","H","1995"
"681","2020-01-23","2020-01-23","Olympic","BURGLARY","41","F","B","1982"
"682","2020-01-23","2020-01-23","Van Nuys","BATTERY - SIMPLE ASSAULT","33","F","W","1990"
"683","2020-01-23","2020-01-23","Southwest","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","19","X","X","2004"
"684","2020-06-28","2020-06-28","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","37","F","W","1986"
"685","2020-01-23","2020-01-23","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","22","M","A","2001"
"686","2020-01-23","2020-01-23","Central","BURGLARY FROM VEHICLE","49","M","A","1974"
"687","2020-01-23","2020-01-23","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","49","M","W","1974"
"688","2020-01-23","2020-01-23","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","19","M","B","2004"
"689","2021-01-01","2021-01-01","Central","BURGLARY FROM VEHICLE","23","F","W","2000"
"690","2020-01-21","2020-01-21","Central","INTIMATE PARTNER - SIMPLE ASSAULT","35","M","H","1988"
"691","2020-01-23","2020-01-23","Central","BURGLARY FROM VEHICLE","32","F","B","1991"
"692","2020-12-10","2020-12-10","Central","BIKE - STOLEN","32","M","A","1991"
"693","2020-01-23","2020-01-23","Pacific","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","50","M","W","1973"
"694","2020-01-22","2020-01-22","Hollywood","BATTERY - SIMPLE ASSAULT","19","F","B","2004"
"695","2020-12-07","2020-12-07","Central","BURGLARY FROM VEHICLE","38","F","B","1985"
"696","2020-01-24","2020-01-24","Central","BRANDISH WEAPON","23","F","B","2000"
"697","2020-01-23","2020-01-23","Central","SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH","56","F","B","1967"
"698","2020-09-03","2020-09-03","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","35","M","B","1988"
"699","2020-01-23","2020-01-23","Central","ROBBERY","36","M","H","1987"
"700","2020-01-23","2020-01-23","Central","BURGLARY FROM VEHICLE","32","M","W","1991"
"701","2022-08-18","2022-08-18","Central","THEFT PLAIN - PETTY ($950 & UNDER)","48","M","B","1975"
"702","2020-05-15","2020-05-15","Central","VIOLATION OF COURT ORDER","50","M","W","1973"
"703","2020-01-24","2020-01-24","Central","BURGLARY","65","M","B","1958"
"704","2020-01-24","2020-01-24","Central","LEWD CONDUCT","53","F","H","1970"
"705","2020-02-27","2020-02-27","Central","BURGLARY FROM VEHICLE","79","M","H","1944"
"706","2020-01-24","2020-01-24","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","52","M","B","1971"
"707","2020-01-24","2020-01-24","Wilshire","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","38","M","O","1985"
"708","2020-01-23","2020-01-23","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","23","M","H","2000"
"709","2020-01-24","2020-01-24","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","20","F","H","2003"
"710","2020-01-24","2020-01-24","Central","ROBBERY","50","M","B","1973"
"711","2020-04-16","2020-04-16","Central","ROBBERY","32","M","B","1991"
"712","2021-07-29","2021-07-29","Central","THEFT PLAIN - PETTY ($950 & UNDER)","27","F","B","1996"
"713","2020-01-24","2020-01-24","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","26","M","B","1997"
"714","2020-01-24","2020-01-24","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","44","F","H","1979"
"715","2020-01-09","2020-01-09","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","29","M","O","1994"
"716","2020-01-24","2020-01-24","Central","BURGLARY FROM VEHICLE","28","F","H","1995"
"717","2020-01-24","2020-01-24","Central","BURGLARY FROM VEHICLE","25","F","H","1998"
"718","2020-01-24","2020-01-24","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","19","M","W","2004"
"719","2021-12-17","2021-12-17","Central","ROBBERY","25","M","W","1998"
"720","2020-01-24","2020-01-24","Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","19","X","X","2004"
"721","2020-01-24","2020-01-24","Central","BATTERY - SIMPLE ASSAULT","37","F","B","1986"
"722","2020-04-17","2020-04-17","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","37","M","H","1986"
"723","2020-01-24","2020-01-24","Central","BATTERY - SIMPLE ASSAULT","47","M","B","1976"
"724","2021-12-15","2021-12-15","Central","BRANDISH WEAPON","36","M","A","1987"
"725","2020-01-24","2020-01-24","Central","BATTERY - SIMPLE ASSAULT","26","F","H","1997"
"726","2020-01-24","2020-01-24","Central","BATTERY - SIMPLE ASSAULT","23","F","H","2000"
"727","2020-01-24","2020-01-24","Central","BATTERY - SIMPLE ASSAULT","22","F","H","2001"
"728","2021-12-15","2021-12-15","Central","BATTERY - SIMPLE ASSAULT","23","F","H","2000"
"729","2020-11-20","2020-11-20","Central","THEFT PLAIN - PETTY ($950 & UNDER)","42","M","B","1981"
"730","2020-08-10","2020-08-10","Central","BATTERY - SIMPLE ASSAULT","57","M","H","1966"
"731","2020-01-24","2020-01-24","Central","BATTERY - SIMPLE ASSAULT","50","F","B","1973"
"732","2020-01-24","2020-01-24","Central","BURGLARY FROM VEHICLE","55","M","W","1968"
"733","2020-01-24","2020-01-24","Central","BURGLARY FROM VEHICLE","62","F","W","1961"
"734","2020-01-24","2020-01-24","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","44","M","H","1979"
"735","2020-01-25","2020-01-25","Central","THEFT OF IDENTITY","36","M","W","1987"
"736","2020-01-25","2020-01-25","Rampart","ROBBERY","62","M","H","1961"
"737","2020-01-25","2020-01-25","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","34","M","H","1989"
"738","2020-01-05","2020-01-05","Central","BATTERY - SIMPLE ASSAULT","34","M","B","1989"
"739","2020-01-24","2020-01-24","Central","RAPE, FORCIBLE","25","F","W","1998"
"740","2020-05-27","2020-05-27","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","41","M","W","1982"
"741","2020-01-14","2020-01-14","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","27","F","B","1996"
"742","2020-08-06","2020-08-06","Central","BATTERY - SIMPLE ASSAULT","28","M","H","1995"
"743","2020-01-25","2020-01-25","Central","BATTERY - SIMPLE ASSAULT","45","M","W","1978"
"744","2020-01-25","2020-01-25","Central","ROBBERY","62","M","H","1961"
"745","2020-01-24","2020-01-24","Central","BATTERY - SIMPLE ASSAULT","49","M","H","1974"
"746","2020-01-25","2020-01-25","Central","BIKE - STOLEN","27","F","H","1996"
"747","2020-01-25","2020-01-25","Central","BURGLARY","51","M","A","1972"
"748","2020-01-25","2020-01-25","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","35","M","B","1988"
"749","2020-01-25","2020-01-25","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","31","M","H","1992"
"750","2020-01-25","2020-01-25","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","35","M","B","1988"
"751","2020-01-25","2020-01-25","Central","BATTERY WITH SEXUAL CONTACT","24","F","C","1999"
"752","2020-01-24","2020-01-24","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","44","M","W","1979"
"753","2020-01-25","2020-01-25","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","55","M","B","1968"
"754","2020-01-25","2020-01-25","Central","BURGLARY FROM VEHICLE","27","M","O","1996"
"755","2020-01-25","2020-01-25","Central","BATTERY - SIMPLE ASSAULT","32","M","H","1991"
"756","2020-01-25","2020-01-25","Harbor","BURGLARY FROM VEHICLE","48","M","W","1975"
"757","2021-12-13","2021-12-13","Central","BATTERY - SIMPLE ASSAULT","39","F","B","1984"
"758","2020-01-25","2020-01-25","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","35","M","B","1988"
"759","2020-01-25","2020-01-25","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","26","F","H","1997"
"760","2020-01-25","2020-01-25","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","35","M","B","1988"
"761","2020-01-25","2020-01-25","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","20","F","H","2003"
"762","2020-01-25","2020-01-25","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","67","M","B","1956"
"763","2020-01-25","2020-01-25","Topanga","RAPE, FORCIBLE","34","F","B","1989"
"764","2020-01-25","2020-01-25","Central","BURGLARY FROM VEHICLE","27","M","F","1996"
"765","2020-01-25","2020-01-25","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","26","M","C","1997"
"766","2020-01-25","2020-01-25","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","23","F","H","2000"
"767","2020-01-26","2020-01-26","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","37","M","W","1986"
"768","2020-01-26","2020-01-26","Central","BURGLARY FROM VEHICLE","31","F","W","1992"
"769","2020-03-24","2020-03-24","Central","BURGLARY FROM VEHICLE","37","M","H","1986"
"770","2020-01-25","2020-01-25","Central","BIKE - STOLEN","31","F","W","1992"
"771","2020-01-25","2020-01-25","Central","THEFT PLAIN - PETTY ($950 & UNDER)","30","M","H","1993"
"772","2020-01-26","2020-01-26","Central","THEFT PLAIN - PETTY ($950 & UNDER)","24","F","H","1999"
"773","2020-01-26","2020-01-26","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","25","M","H","1998"
"774","2020-01-26","2020-01-26","Central","THEFT PLAIN - PETTY ($950 & UNDER)","38","M","F","1985"
"775","2020-01-26","2020-01-26","Central","TRESPASSING","31","M","W","1992"
"776","2020-01-26","2020-01-26","Central","INTIMATE PARTNER - SIMPLE ASSAULT","21","F","H","2002"
"777","2020-01-26","2020-01-26","Central","BURGLARY FROM VEHICLE","22","F","W","2001"
"778","2020-01-26","2020-01-26","Central","BUNCO, PETTY THEFT","26","F","A","1997"
"779","2020-01-26","2020-01-26","Central","BUNCO, GRAND THEFT","21","F","H","2002"
"780","2020-01-25","2020-01-25","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","33","M","H","1990"
"781","2020-01-26","2020-01-26","Central","VIOLATION OF RESTRAINING ORDER","50","M","W","1973"
"782","2020-01-26","2020-01-26","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","52","F","A","1971"
"783","2020-01-26","2020-01-26","Central","INTIMATE PARTNER - AGGRAVATED ASSAULT","29","F","B","1994"
"784","2020-01-26","2020-01-26","Central","BATTERY - SIMPLE ASSAULT","68","F","H","1955"
"785","2020-01-25","2020-01-25","Harbor","BATTERY - SIMPLE ASSAULT","41","M","H","1982"
"786","2022-03-21","2022-03-21","Central","THEFT PLAIN - PETTY ($950 & UNDER)","51","F","B","1972"
"787","2020-01-26","2020-01-26","Hollywood","VIOLATION OF COURT ORDER","54","M","W","1969"
"788","2020-01-27","2020-01-27","Northeast","BURGLARY FROM VEHICLE","36","M","W","1987"
"789","2020-01-27","2020-01-27","Central","BATTERY - SIMPLE ASSAULT","25","M","W","1998"
"790","2020-01-26","2020-01-26","Rampart","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","14","F","H","2009"
"791","2020-01-26","2020-01-26","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","23","M","H","2000"
"792","2020-01-26","2020-01-26","Central","BATTERY - SIMPLE ASSAULT","32","F","H","1991"
"793","2020-01-26","2020-01-26","Central","BATTERY - SIMPLE ASSAULT","28","M","H","1995"
"794","2020-01-26","2020-01-26","Central","BURGLARY FROM VEHICLE","28","M","A","1995"
"795","2020-01-26","2020-01-26","Rampart","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","22","F","H","2001"
"796","2020-01-26","2020-01-26","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","14","M","H","2009"
"797","2020-01-26","2020-01-26","Central","ROBBERY","54","F","A","1969"
"798","2020-01-26","2020-01-26","Central","THEFT, PERSON","35","M","B","1988"
"799","2020-01-26","2020-01-26","Central","OTHER ASSAULT","27","M","W","1996"
"800","2020-01-26","2020-01-26","Central","THEFT, PERSON","53","M","O","1970"
"801","2020-01-26","2020-01-26","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","23","M","B","2000"
"802","2020-01-26","2020-01-26","Central","THEFT PLAIN - PETTY ($950 & UNDER)","68","M","H","1955"
"803","2020-01-27","2020-01-27","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","41","F","W","1982"
"804","2020-01-26","2020-01-26","Central","THEFT PLAIN - PETTY ($950 & UNDER)","45","M","W","1978"
"805","2020-04-09","2020-04-09","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","33","M","W","1990"
"806","2020-01-26","2020-01-26","Central","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","31","M","W","1992"
"807","2020-01-26","2020-01-26","Hollenbeck","BURGLARY FROM VEHICLE","27","M","O","1996"
"808","2020-01-26","2020-01-26","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","28","M","A","1995"
"809","2020-01-26","2020-01-26","Rampart","INTIMATE PARTNER - SIMPLE ASSAULT","30","F","H","1993"
"810","2021-10-07","2021-10-07","Central","TRESPASSING","37","M","H","1986"
"811","2020-01-18","2020-01-18","Central","BATTERY - SIMPLE ASSAULT","63","F","O","1960"
"812","2020-01-24","2020-01-24","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","48","M","O","1975"
"813","2020-01-25","2020-01-25","Central","BURGLARY FROM VEHICLE","61","M","W","1962"
"814","2020-01-26","2020-01-26","Central","BURGLARY FROM VEHICLE","72","M","H","1951"
"815","2020-01-26","2020-01-26","Central","BATTERY - SIMPLE ASSAULT","23","F","H","2000"
"816","2020-01-26","2020-01-26","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","41","M","W","1982"
"817","2020-01-26","2020-01-26","Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","60","F","B","1963"
"818","2020-01-26","2020-01-26","Central","BATTERY - SIMPLE ASSAULT","73","M","H","1950"
"819","2020-01-27","2020-01-27","Hollenbeck","OTHER MISCELLANEOUS CRIME","24","M","H","1999"
"820","2020-01-26","2020-01-26","Central","BURGLARY FROM VEHICLE","21","F","H","2002"
"821","2020-01-27","2020-01-27","Central","BURGLARY FROM VEHICLE","30","M","O","1993"
"822","2020-01-25","2020-01-25","Central","BURGLARY FROM VEHICLE","37","M","H","1986"
"823","2020-01-26","2020-01-26","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","30","F","H","1993"
"824","2020-01-27","2020-01-27","Foothill","THEFT, PERSON","76","F","H","1947"
"825","2020-01-27","2020-01-27","Hollywood","CRIMINAL THREATS - NO WEAPON DISPLAYED","38","F","H","1985"
"826","2020-01-26","2020-01-26","Central","ROBBERY","57","M","W","1966"
"827","2020-01-27","2020-01-27","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","32","M","W","1991"
"828","2020-01-27","2020-01-27","Central","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","64","F","O","1959"
"829","2020-01-27","2020-01-27","Central","INTIMATE PARTNER - AGGRAVATED ASSAULT","25","F","H","1998"
"830","2020-01-27","2020-01-27","Central","BATTERY - SIMPLE ASSAULT","50","M","H","1973"
"831","2020-05-22","2020-05-22","West LA","DOCUMENT FORGERY / STOLEN FELONY","55","F","W","1968"
"832","2020-01-27","2020-01-27","Harbor","CRIMINAL THREATS - NO WEAPON DISPLAYED","33","F","H","1990"
"833","2020-11-29","2020-11-29","Northeast","THEFT OF IDENTITY","48","M","H","1975"
"834","2020-01-27","2020-01-27","Central","VIOLATION OF COURT ORDER","48","M","F","1975"
"835","2020-01-18","2020-01-18","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","33","M","H","1990"
"836","2020-01-28","2020-01-28","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","25","M","B","1998"
"837","2021-06-29","2021-06-29","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","23","M","H","2000"
"838","2020-01-27","2020-01-27","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","55","M","H","1968"
"839","2020-01-27","2020-01-27","Central","BATTERY - SIMPLE ASSAULT","38","M","H","1985"
"840","2020-01-26","2020-01-26","Central","BUNCO, GRAND THEFT","24","F","O","1999"
"841","2020-05-29","2020-05-29","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","23","M","H","2000"
"842","2020-01-26","2020-01-26","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","26","F","H","1997"
"843","2020-03-26","2020-03-26","Central","BURGLARY FROM VEHICLE","57","M","H","1966"
"844","2020-01-27","2020-01-27","Central","BATTERY - SIMPLE ASSAULT","23","F","W","2000"
"845","2020-01-28","2020-01-28","Central","BURGLARY FROM VEHICLE","34","M","W","1989"
"846","2020-01-28","2020-01-28","Central","ROBBERY","20","M","O","2003"
"847","2020-01-28","2020-01-28","Central","VIOLATION OF RESTRAINING ORDER","34","M","W","1989"
"848","2020-01-28","2020-01-28","West Valley","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","59","M","O","1964"
"849","2020-01-28","2020-01-28","Central","VIOLATION OF RESTRAINING ORDER","48","F","B","1975"
"850","2020-01-27","2020-01-27","77th Street","BATTERY - SIMPLE ASSAULT","30","F","H","1993"
"851","2020-01-27","2020-01-27","Central","THEFT PLAIN - PETTY ($950 & UNDER)","44","F","B","1979"
"852","2020-01-27","2020-01-27","Central","DOCUMENT FORGERY / STOLEN FELONY","61","F","B","1962"
"853","2020-01-28","2020-01-28","Central","BATTERY - SIMPLE ASSAULT","56","F","H","1967"
"854","2020-01-28","2020-01-28","Central","BIKE - STOLEN","57","M","H","1966"
"855","2020-01-28","2020-01-28","Central","BURGLARY","35","M","O","1988"
"856","2020-01-17","2020-01-17","Central","BIKE - STOLEN","35","M","W","1988"
"857","2020-12-31","2020-12-31","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","33","M","H","1990"
"858","2020-01-28","2020-01-28","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","40","F","W","1983"
"859","2020-11-18","2020-11-18","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","26","F","B","1997"
"860","2020-01-28","2020-01-28","Central","BURGLARY FROM VEHICLE","53","M","W","1970"
"861","2020-01-28","2020-01-28","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","21","F","B","2002"
"862","2020-01-28","2020-01-28","Central","BURGLARY FROM VEHICLE","53","M","I","1970"
"863","2020-01-28","2020-01-28","Central","BURGLARY FROM VEHICLE","27","M","B","1996"
"864","2020-01-28","2020-01-28","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","25","M","W","1998"
"865","2020-01-28","2020-01-28","Central","INTIMATE PARTNER - SIMPLE ASSAULT","40","M","B","1983"
"866","2020-01-28","2020-01-28","Central","BURGLARY FROM VEHICLE","44","F","W","1979"
"867","2020-01-28","2020-01-28","Central","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","38","M","H","1985"
"868","2020-01-28","2020-01-28","Central","BATTERY - SIMPLE ASSAULT","46","F","B","1977"
"869","2020-07-20","2020-07-20","Central","ROBBERY","51","F","W","1972"
"870","2020-01-29","2020-01-29","Central","BURGLARY","32","M","H","1991"
"871","2020-06-21","2020-06-21","Central","ROBBERY","29","M","H","1994"
"872","2020-01-28","2020-01-28","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","56","M","B","1967"
"873","2020-11-30","2020-11-30","Central","BATTERY - SIMPLE ASSAULT","32","F","A","1991"
"874","2020-01-28","2020-01-28","West Valley","BRANDISH WEAPON","24","F","W","1999"
"875","2020-01-28","2020-01-28","Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","63","M","B","1960"
"876","2020-10-20","2020-10-20","Central","BURGLARY FROM VEHICLE","32","F","O","1991"
"877","2020-02-29","2020-02-29","Central","THEFT PLAIN - PETTY ($950 & UNDER)","61","M","B","1962"
"878","2020-01-29","2020-01-29","Central","THEFT PLAIN - PETTY ($950 & UNDER)","53","M","H","1970"
"879","2020-01-28","2020-01-28","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","48","F","H","1975"
"880","2020-01-29","2020-01-29","Central","BATTERY - SIMPLE ASSAULT","35","F","H","1988"
"881","2020-01-28","2020-01-28","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","51","F","A","1972"
"882","2020-01-29","2020-01-29","Central","BURGLARY FROM VEHICLE","30","M","W","1993"
"883","2020-01-29","2020-01-29","Central","BURGLARY FROM VEHICLE","63","F","A","1960"
"884","2020-04-22","2020-04-22","Harbor","INTIMATE PARTNER - SIMPLE ASSAULT","29","F","W","1994"
"885","2020-01-29","2020-01-29","Central","OTHER ASSAULT","62","M","O","1961"
"886","2020-01-29","2020-01-29","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","21","F","H","2002"
"887","2020-01-29","2020-01-29","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","32","M","H","1991"
"888","2020-01-29","2020-01-29","Central","BURGLARY FROM VEHICLE","33","F","H","1990"
"889","2020-01-29","2020-01-29","77th Street","THEFT OF IDENTITY","24","M","H","1999"
"890","2020-01-29","2020-01-29","Newton","CHILD ANNOYING (17YRS & UNDER)","11","F","H","2012"
"891","2020-01-29","2020-01-29","Wilshire","BURGLARY","28","M","W","1995"
"892","2020-01-29","2020-01-29","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","25","M","O","1998"
"893","2020-01-30","2020-01-30","Central","THEFT PLAIN - PETTY ($950 & UNDER)","31","M","O","1992"
"894","2020-01-29","2020-01-29","Central","BURGLARY FROM VEHICLE","30","M","W","1993"
"895","2020-01-30","2020-01-30","Central","BURGLARY FROM VEHICLE","37","M","C","1986"
"896","2020-04-28","2020-04-28","Central","BATTERY - SIMPLE ASSAULT","67","M","B","1956"
"897","2020-01-30","2020-01-30","Central","THEFT PLAIN - PETTY ($950 & UNDER)","66","F","W","1957"
"898","2020-01-29","2020-01-29","Central","BURGLARY FROM VEHICLE","43","M","W","1980"
"899","2020-06-11","2020-06-11","Central","THEFT PLAIN - PETTY ($950 & UNDER)","54","F","H","1969"
"900","2020-01-29","2020-01-29","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","42","M","H","1981"
"901","2020-01-30","2020-01-30","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","29","M","H","1994"
"902","2020-01-29","2020-01-29","Hollenbeck","INTIMATE PARTNER - SIMPLE ASSAULT","19","F","H","2004"
"903","2020-01-29","2020-01-29","West LA","BURGLARY, ATTEMPTED","68","F","O","1955"
"904","2020-01-30","2020-01-30","Hollywood","BRANDISH WEAPON","38","F","B","1985"
"905","2020-01-28","2020-01-28","Northeast","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","63","F","W","1960"
"906","2020-01-29","2020-01-29","Central","BATTERY - SIMPLE ASSAULT","41","F","B","1982"
"907","2020-01-30","2020-01-30","Central","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","68","F","O","1955"
"908","2020-06-19","2020-06-19","Central","BATTERY - SIMPLE ASSAULT","33","M","W","1990"
"909","2020-01-27","2020-01-27","Central","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","43","M","H","1980"
"910","2020-01-29","2020-01-29","Central","BURGLARY FROM VEHICLE","49","M","H","1974"
"911","2020-01-29","2020-01-29","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","33","F","H","1990"
"912","2020-01-28","2020-01-28","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","37","M","H","1986"
"913","2020-01-30","2020-01-30","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","22","F","H","2001"
"914","2020-01-30","2020-01-30","Central","ROBBERY","49","M","H","1974"
"915","2020-01-30","2020-01-30","Southwest","VIOLATION OF RESTRAINING ORDER","37","F","B","1986"
"916","2020-01-30","2020-01-30","West LA","BURGLARY FROM VEHICLE","25","F","W","1998"
"917","2020-12-31","2020-12-31","Central","THEFT PLAIN - PETTY ($950 & UNDER)","28","M","H","1995"
"918","2020-01-29","2020-01-29","Central","BATTERY - SIMPLE ASSAULT","34","M","H","1989"
"919","2020-01-30","2020-01-30","Central","BIKE - STOLEN","40","M","W","1983"
"920","2020-01-30","2020-01-30","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","49","F","H","1974"
"921","2020-01-30","2020-01-30","West Valley","CRIMINAL THREATS - NO WEAPON DISPLAYED","18","F","O","2005"
"922","2020-01-30","2020-01-30","Central","BATTERY - SIMPLE ASSAULT","33","M","A","1990"
"923","2020-01-30","2020-01-30","Central","ATTEMPTED ROBBERY","59","M","B","1964"
"924","2020-01-30","2020-01-30","Rampart","THEFT OF IDENTITY","79","M","B","1944"
"925","2020-03-28","2020-03-28","Central","THEFT OF IDENTITY","33","M","O","1990"
"926","2020-01-30","2020-01-30","Central","THEFT PLAIN - PETTY ($950 & UNDER)","45","M","B","1978"
